Kode Toko,NAMA TOKO,OPENING,"UMUR TOKO
(TAHUN)",JARAK TEMPUH,"WAKTU TEMPUH
(HARI:JAM:MENIT)",KATEGORI WILAYAH,KELURAHAN,KECAMATAN,KAB/KOTA,KODE POS,KOORDINAT GPS
T8DL,BUMI KAHURIPAN INDAH,26-Nov-16,9,"55,8",0 hari 1 jam 1 menit,Menengah,SUKAMANAH,SUKATANI,BEKASI,17631,-6.21591944 107.15466111
F4WG,WANAKERTA,30-Nov-16,9,"33,4",0 hari 0 jam 36 menit,DK,WANAKERTA,PURWADADI,SUBANG,41261,-6.49087778 107.67806944
T8O0,IPIK GANDAMANAH RAYA,30-Nov-16,9,13,0 hari 0 jam 14 menit,DK,CISEUREUH,PURWAKARTA,PURWAKARTA,41118,-6.521689 107.459319
TCKU,CIKALONG SARI,30-Nov-16,9,"15,9",0 hari 0 jam 17 menit,DK,CIKALONGSARI,JATISARI,KARAWANG,41375,-6.36233056 107.53958611
TPVB,RENGASDENGKLOK KARAWANG,30-Nov-16,9,"50,6",0 hari 0 jam 55 menit,Menengah,RENGASDENGKLOK SELATAN,RENGASDENGKLOK,KARAWANG,41352,-6.162753 107.291876
T5QI,LOJI RAYA,21-Des-16,9,"55,9",0 hari 1 jam 1 menit,Menengah,CINTALAKSANA,TEGALWARU,KARAWANG,41364,-6.517601 107.230208
TCFT,DARAWOLONG CENGKONG,23-Des-16,9,"18,2",0 hari 0 jam 20 menit,DK,CENGKONG,PURWASARI,KARAWANG,41377,-6.36808611 107.38964722
TK0Q,UNSIKA RONGGOWALUYO,23-Des-16,9,"35,1",0 hari 0 jam 38 menit,DK,SIRNABAYA,TELUKJAMBE TIMUR,KARAWANG,41360,-6.32407 107.307287
THR7,BUKIT SUKASARI,25-Des-16,9,"13,7",0 hari 0 jam 15 menit,DK,SUKASARI,PURWASARI,KARAWANG,41377,-6.380958 107.41692
TRNV,KERTASARI,25-Des-16,9,"52,1",0 hari 0 jam 57 menit,Menengah,KERTASARI,RENGASDENGKLOK,KARAWANG,41352,-6.14731944 107.29561667
TG0R,MUTIARA BEKASI JAYA,26-Des-16,9,"57,4",0 hari 1 jam 3 menit,Menengah,SINDANG MULYA,CIBARUSAH,BEKASI,17340,-6.41598056 107.09651389
TLVH,SENTRALAND RESIDENCE,29-Des-16,9,"31,7",0 hari 0 jam 34 menit,DK,WADAS,TELUKJAMBE TIMUR,KARAWANG,41360,-6.336064 107.277031
TVD1,MASHUDI CIKAMPEK,29-Des-16,9,"9,5",0 hari 0 jam 10 menit,DK,PUCUNG,KOTA BARU,KARAWANG,41376,-6.40161944 107.46823056
FIXM,CIPUNAGARA 07,30-Des-16,9,"59,2",0 hari 1 jam 5 menit,Menengah,TANJUNG,CIPUNAGARA,SUBANG,41257,-6.46526667 107.88222222
T3SV,PUSEUR JAYA RAYA,30-Des-16,9,"32,1",0 hari 0 jam 35 menit,DK,PUSEUR JAYA,TELUKJAMBE TIMUR,KARAWANG,41360,-6.335633 107.294474
TITY,ANGGUR RAYA,30-Des-16,9,"45,8",0 hari 0 jam 50 menit,Menengah,KARANGANYAR,SUBANG,SUBANG,41211,-6.553661 107.768683
TZHZ,SPBU MT HARYONO,5-Jan-17,9,"49,1",0 hari 0 jam 54 menit,Menengah,CIGADUNG,SUBANG,SUBANG,41213,-6.562725 107.75184167
F0BA,WANAKERTA 2,14-Jan-17,9,"34,3",0 hari 0 jam 37 menit,DK,WANAKERTA,PUWADADI,SUBANG,41261,-6.48389722 107.68153889
TUHW,RAYA BOSIH,30-Jan-17,9,"59,3",0 hari 1 jam 5 menit,Menengah,WANASARI,CIBITUNG,BEKASI,17520,-6.25385 107.0858
FW4O,SIDAMUKTI,31-Jan-17,9,"35,6",0 hari 0 jam 39 menit,DK,WANAKERTA,PURWADADI,SUBANG,41261,-6.47354167 107.68852222
TSPB,GRAMA PURI PERSADA RAYA,31-Jan-17,9,"54,4",0 hari 0 jam 59 menit,Menengah,SUKAJAYA,CIBITUNG,BEKASI,17520,-6.23685278 107.14461111
TJHB,KARANG JAYA,17-Feb-17,9,"59,5",0 hari 1 jam 5 menit,Menengah,KARANG JAYA,PEDES,KARAWANG,41353,-6.11614722 107.35948056
F9WD,KACA PIRING,18-Feb-17,9,"56,6",0 hari 1 jam 2 menit,Menengah,WANASARI,CIBITUNG,BEKASI,17520,-6.26435556 107.07722222
T4GM,CARINGIN 2,18-Feb-17,9,"61,7",0 hari 1 jam 7 menit,Menengah,MUSTIKA SARI,MUSTIKAJAYA,KOTA BEKASI,17157,-6.28929167 107.01075
TY6F,PATRIOT 03,27-Feb-17,9,"68,7",0 hari 1 jam 15 menit,Menengah,JAKASAMPURNA,BEKASI BARAT,KOTA BEKASI,17145,-6.24153056 106.96919722
F2VM,PERUM GRIYA CIWANGI,28-Feb-17,9,"10,7",0 hari 0 jam 11 menit,DK,CIWANGI,BUNGURSARI,PURWAKARTA,41181,-6.50528056 107.466225
T8WE,BINTARA 66,28-Feb-17,9,"67,4",0 hari 1 jam 14 menit,Menengah,BINTARA,BEKASI BARAT,KOTA BEKASI,17134,-6.23450833 106.95657778
TENR,KARAWANG JAYA CIBALADO,28-Feb-17,9,"26,2",0 hari 0 jam 28 menit,DK,GINTUNG KERTA,KLARI,KARAWANG,41371,-6.34989444 107.34621111
TZ0S,MARGASARI 14,28-Feb-17,9,"27,1",0 hari 0 jam 29 menit,DK,MARGASARI,KARAWANG TIMUR,KARAWANG,41313,-6.31391667 107.33081111
T61M,CIJAYA,16-Mar-17,9,"16,9",0 hari 0 jam 18 menit,DK,CIJAYA,CAMPAKA,PURWAKARTA,41180,-6.497358 107.503406
TLTC,CIBARUSAH 03,28-Apr-17,9,"56,1",0 hari 1 jam 1 menit,Menengah,SINDANG MULYA,CIBARUSAH,BEKASI,17340,-6.40715833 107.09392778
TLWM,RAYA CIBENING,28-Apr-17,9,"9,8",0 hari 0 jam 10 menit,DK,CIBENING,BUNGURSARI,PURWAKARTA,41181,-6.500229 107.470407
TB7N,DR TARUNO,30-Apr-17,9,"36,7",0 hari 0 jam 40 menit,DK,NAGASARI,KARAWANG BARAT,KARAWANG,41312,-6.311106 107.301207
TBNP,KIM B NO.5-6,5-Mei-17,9,"22,5",0 hari 0 jam 24 menit,DK,PARUNGMULYA,CIAMPEL,KARAWANG,41363,-6.36607 107.320283
TGQA,RAYA TELAGASARI,27-Mei-17,9,"35,6",0 hari 0 jam 39 menit,DK,TELAGASARI,TELAGASARI,KARAWANG,41381,-6.28882222 107.38711389
TAMH,PUSAKA RATU,10-Jun-17,8,"62,4",0 hari 1 jam 8 menit,Menengah,GEMPOL,PUSAKANAGARA,SUBANG,41265,-6.268783 107.879192
T6ML,RAYA KOSAMBI,16-Jun-17,8,"19,5",0 hari 0 jam 21 menit,DK,DUREN,KLARI,KARAWANG,41371,-6.36847222 107.37733611
FAVJ,RS LIRA MEDIKA,22-Jun-17,8,"28,9",0 hari 0 jam 31 menit,DK,PALUMBONSARI,KARAWANG TIMUR,KARAWANG,41314,-6.302811 107.325785
FNLH,SPBU NAROGONG,22-Jun-17,8,"61,2",0 hari 1 jam 7 menit,Menengah,SEPANJANG JAYA,RAWA LUMBU,KOTA BEKASI,17114,-6.271116 106.993483
T1TZ,VETERAN IRIGASI,23-Jun-17,8,"28,8",0 hari 0 jam 31 menit,DK,KARAWANG WETAN,KARAWANG TIMUR,KARAWANG,41314,-6.30313056 107.31004444
TRXJ,ION MARTASASMITA,22-Jul-17,8,"51,1",0 hari 0 jam 56 menit,Menengah,RANCASARI,PAMANUKAN,SUBANG,41264,-6.288443 107.82081
T2PD,CIDAHU 1,23-Jul-17,8,"44,6",0 hari 0 jam 49 menit,Menengah,CIDAHU,PAGADEN BARAT,SUBANG,41252,-6.536584 107.738807
T2W3,CISANTRI,18-Agu-17,8,"19,1",0 hari 0 jam 21 menit,DK,CILANDAK,CIBATU,PURWAKARTA,41182,-6.4926 107.51974167
T8MW,KEBON KACANG,25-Agu-17,8,"6,3",0 hari 0 jam 6 menit,DK,CIKAMPEK SELATAN,CIKAMPEK,KARAWANG,41373,-6.4097 107.45705833
TI8X,PONDOK SALAM,28-Agu-17,8,"24,5",0 hari 0 jam 26 menit,DK,PARAKANSALAM,PONDOKSALAM,PURWAKARTA,41115,-6.60341944 107.48653611
FLQK,METLAND CIBITUNG,29-Agu-17,8,"59,5",0 hari 1 jam 5 menit,Menengah,WANAJAYA,CIBITUNG,BEKASI,17520,-6.25536389 107.10515278
T2YA,JUANDA 122,29-Agu-17,8,"5,7",0 hari 0 jam 6 menit,DK,CIKAMPEK TIMUR,CIKAMPEK,KARAWANG,41373,-6.41350278 107.46521944
TG7H,BEKASI REGENCY 123,30-Agu-17,8,"61,8",0 hari 1 jam 7 menit,Menengah,WANASARI,CIBITUNG,BEKASI,17520,-6.234104 107.088951
TKY1,KALIJATI 1,31-Agu-17,8,"34,6",0 hari 0 jam 38 menit,DK,KALIJATI BARAT,KALIJATI,SUBANG,41271,-6.525781 107.675072
TQ7F,JAKA PERMAI 30,31-Agu-17,8,"67,1",0 hari 1 jam 13 menit,Menengah,JAKASAMPURNA,BEKASI BARAT,KOTA BEKASI,17145,-6.24816944 106.96897222
TREF,GREEN VILLAGE 1A,20-Sep-17,8,"32,3",0 hari 0 jam 35 menit,DK,SUKALUYU,TELUKJAMBE TIMUR,KARAWANG,41360,-6.32908 107.287772
TRFF,BANTEN 01,20-Sep-17,8,"35,9",0 hari 0 jam 39 menit,DK,KARANGPAWITAN,KARAWANG BARAT,KARAWANG,41315,-6.296022 107.299566
TZ1A,LENGKONG SUBANG,21-Sep-17,8,"51,7",0 hari 0 jam 56 menit,Menengah,PAMANUKAN HILIR,PAMANUKAN,SUBANG,41264,-6.274173 107.819973
FHGD,REST AREA 88A,23-Sep-17,8,63,0 hari 1 jam 9 menit,Menengah,SUKAJAYA,SUKATANI,PURWAKARTA,41167,-6.602536 107.426833
TQNQ,CIPAKU,23-Sep-17,8,"49,5",0 hari 0 jam 54 menit,Menengah,CIBOGO,CIBOGO,SUBANG,41285,-6.558185 107.808878
TEBJ,RUKO SEDANA,30-Sep-17,8,"28,6",0 hari 0 jam 31 menit,DK,WADAS,TELUKJAMBE TIMUR,KARAWANG,41360,-6.344952 107.272285
TWNV,PASIR KAREUMBI,30-Sep-17,8,"47,9",0 hari 0 jam 52 menit,Menengah,PASIR KAREUMBI,SUBANG,SUBANG,41211,-6.57625 107.768367
TBVC,SPBU SUROTOKUNTO,30-Sep-17,8,"26,3",0 hari 0 jam 28 menit,DK,ADIARSA,KARAWANG TIMUR,KARAWANG,41314,-6.32072778 107.32418056
TPUW,CIKOPO KRAJAN,21-Okt-17,8,"5,6",0 hari 0 jam 6 menit,DK,CIKOPO,BUNGURSARI,PURWAKARTA,41181,-6.426098 107.483705
TV0C,JATIMULYA 2,21-Okt-17,8,"59,1",0 hari 1 jam 5 menit,Menengah,JATI MULYA,TAMBUN SELATAN,BEKASI,17510,-6.269935 107.024291
T6IA,SARIMULYA 72,27-Okt-17,8,"7,2",0 hari 0 jam 7 menit,DK,SARIMULYA,KOTA BARU,KARAWANG,41376,-6.416367 107.471692
T6RT,PROKLAMASI 13,27-Okt-17,8,44,0 hari 0 jam 48 menit,Menengah,KALANGSARI,RENGASDENGKLOK,KARAWANG,41352,-6.21313 107.296977
T2UO,SPBU PANGKALAN,29-Okt-17,8,"34,3",0 hari 0 jam 37 menit,DK,WANASARI,TELUKJAMBE BARAT,KARAWANG,41361,-6.350609 107.234722
TO0J,SELANG NANGKA 48,29-Okt-17,8,"60,1",0 hari 1 jam 6 menit,Menengah,WANASARI,CIBITUNG,BEKASI,17520,-6.259499 107.090206
TTQC,SPBU PUSAKANAGARA,29-Okt-17,8,"55,8",0 hari 1 jam 1 menit,Menengah,KOTASARI,PUSAKANAGARA,SUBANG,41265,-6.281113 107.859915
T0QD,IPIK GANDAMANAH 47,30-Okt-17,8,"15,3",0 hari 0 jam 16 menit,DK,TEGALMUNJUL,PURWAKARTA,PURWAKARTA,41116,-6.540678 107.45065
TOUW,SETIADARMA 01,30-Okt-17,8,"56,4",0 hari 1 jam 2 menit,Menengah,SETIADARMA,TAMBUN SELATAN,BEKASI,17510,-6.265863 107.054116
T5JY,GRAND TARUMA 8-9,31-Okt-17,8,"32,9",0 hari 0 jam 36 menit,DK,SUKAMAKMUR,TELUKJAMBE TIMUR,KARAWANG,41360,-6.30553889 107.27809167
TMLC,MOCH YAMIN 26,31-Okt-17,8,"61,4",0 hari 1 jam 7 menit,Menengah,DUREN JAYA,BEKASI TIMUR,KOTA BEKASI,17111,"-6.23936944, 107.02423889"
TVEX,NUSA INDAH,31-Okt-17,8,66,0 hari 1 jam 12 menit,Menengah,JAKASETIA,BEKASI SELATAN,KOTA BEKASI,17147,-6.256487 106.972746
TWZ8,SPBU JALAN CAGAK,31-Okt-17,8,"63,6",0 hari 1 jam 9 menit,Menengah,JALAN CAGAK,JALAN CAGAK,SUBANG,41281,-6.67584444 107.69276111
TZIZ,SPBU CUT MUTIA RAYA,31-Okt-17,8,"60,5",0 hari 1 jam 6 menit,Menengah,SEPANJANG JAYA,RAWA LUMBU,KOTA BEKASI,17114,-6.260948 107.000641
FGVR,GRIYA ASRI PURWAKARTA,17-Nov-17,8,"12,2",0 hari 0 jam 13 menit,DK,CISEUREUH,PURWAKARTA,PURWAKARTA,41118,-6.51488889 107.45472222
T5SK,BASUKI RAHMAT 65,18-Nov-17,8,"25,9",0 hari 0 jam 28 menit,DK,SINDANGKASIH,PURWAKARTA,PURWAKARTA,41112,-6.560662 107.44075
TNSZ,SPBU KALIMALANG 2,25-Nov-17,8,"59,5",0 hari 1 jam 5 menit,Menengah,JATI MULYA,TAMBUN SELATAN,BEKASI,17510,-6.26466389 107.03019167
TH8M,TAMBELANG,26-Nov-17,8,"61,7",0 hari 1 jam 7 menit,Menengah,SUKARAPIH,TAMBELANG,BEKASI,17621,-6.19569444 107.11958333
TWTS,SPBU RAYA KALIMALANG,27-Nov-17,8,"55,9",0 hari 1 jam 1 menit,Menengah,SETIADARMA,TAMBUN SELATAN,BEKASI,17510,-6.26919167 107.04285833
F3QU,SPBU PLERED,28-Nov-17,8,"35,4",0 hari 0 jam 38 menit,DK,BABAKAN SARI,PLERED,PURWAKARTA,41162,-6.636625 107.39573889
TLN8,PURI TELUKJAMBE,28-Nov-17,8,"34,6",0 hari 0 jam 38 menit,DK,SIRNABAYA,TELUKJAMBE TIMUR,KARAWANG,41360,-6.33410556 107.30393333
TXZW,SPBU CIBARUSAH,28-Nov-17,8,"58,3",0 hari 1 jam 4 menit,Menengah,SINDANG MULYA,CIBARUSAH,BEKASI,17340,-6.42424 107.086505
TZ7M,SAGALAHERANG,28-Nov-17,8,"69,3",0 hari 1 jam 16 menit,Menengah,SAGALAHERANG,SAGALAHERANG,SUBANG,41282,-6.67011667 107.65857222
T3IQ,TOYOGIRI SELATAN,30-Nov-17,8,"59,7",0 hari 1 jam 5 menit,Menengah,JATI MULYA,TAMBUN SELATAN,BEKASI,17510,-6.27079167 107.02834444
T8B9,SPBU SUDIRMAN,30-Nov-17,8,"8,2",0 hari 0 jam 9 menit,DK,JOMIN BARAT,KOTA BARU,KARAWANG,41376,-6.409782 107.481146
TBZN,CIKAMPEK WADAS,30-Nov-17,8,"10,3",0 hari 0 jam 11 menit,DK,CIKAMPEK UTARA,KOTA BARU,KARAWANG,41376,-6.39548889 107.46455
TC3I,CIBARUSAH KM 15,30-Nov-17,8,"57,3",0 hari 1 jam 3 menit,Menengah,SINDANG MULYA,CIBARUSAH,BEKASI,17340,-6.41635 107.087937
TEXY,RAYA NAROGONG,30-Nov-17,8,"65,8",0 hari 1 jam 12 menit,Menengah,BOJONG RAWA LUMBU,RAWA LUMBU,KOTA BEKASI,17116,-6.27640278 106.99213889
TF2L,SPBU SUKASARI,30-Nov-17,8,"45,6",0 hari 0 jam 50 menit,Menengah,SUKASARI,SUKASARI,SUBANG,41250,-6.29268889 107.77745833
TL3U,RAYA DARANGDAN,30-Nov-17,8,"42,8",0 hari 0 jam 47 menit,Menengah,DARANGDAN,DARANGDAN,PURWAKARTA,41163,-6.68561667 107.42956667
TWZD,AKSES TOL DAWUAN,30-Nov-17,8,"9,4",0 hari 0 jam 10 menit,DK,DAWUAN TENGAH,CIKAMPEK,KARAWANG,41373,-6.40046111 107.44360556
TUCN,MAYOR JENDRAL DI PANJAITAN,24-Des-17,8,"47,2",0 hari 0 jam 51 menit,Menengah,SOKLAT,SUBANG,SUBANG,41215,-6.57034444 107.76759722
T3XI,AHMAD YANI 93,26-Des-17,8,"37,3",0 hari 0 jam 41 menit,DK,NAGASARI,KARAWANG BARAT,KARAWANG,41312,-6.304487 107.305744
F8MK,BATU GIOK,29-Des-17,8,"63,7",0 hari 1 jam 10 menit,Menengah,BOJONG RAWA LUMBU,RAWA LUMBU,KOTA BEKASI,17116,-6.29125278 106.99520833
TNKK,NAKULA RAYA,29-Jan-18,8,"66,4",0 hari 1 jam 13 menit,Menengah,JAKASETIA,BEKASI SELATAN,KOTA BEKASI,17147,-6.25938889 106.96664722
T7TK,SPBU MUNDU,31-Jan-18,8,"53,9",0 hari 0 jam 59 menit,Menengah,MUNDUSARI,PUSAKANAGARA,SUBANG,41265,-6.277591 107.850028
TSQN,SELANGJATI,31-Jan-18,8,"59,9",0 hari 1 jam 5 menit,Menengah,WANAJAYA,CIBITUNG,BEKASI,17520,-6.25058333 107.10082778
T9B2,PAPAN MAS BEKASI,10-Feb-18,8,"60,7",0 hari 1 jam 6 menit,Menengah,MEKARSARI,TAMBUN SELATAN,BEKASI,17510,-6.25661389 107.05765833
TQLT,SPBU DIPONEGORO,25-Feb-18,8,"59,1",0 hari 1 jam 5 menit,Menengah,SETIAMEKAR,TAMBUN SELATAN,BEKASI,17510,-6.25806111 107.04560833
T7QF,PARAKAN CIKAMPEK,28-Feb-18,8,"10,9",0 hari 0 jam 11 menit,DK,CIKAMPEK UTARA,KOTA BARU,KARAWANG,41376,-6.39093056 107.46656389
TH4X,VETERAN 03,28-Feb-18,8,"12,6",0 hari 0 jam 13 menit,DK,MULYA MEKAR,BABAKAN CIKAO,PURWAKARTA,41151,-6.51602 107.453132
T7JJ,CIKAMPEK,29-Mar-18,8,"18,7",0 hari 0 jam 20 menit,DK,DUREN,KLARI,KARAWANG,41371,-6.36866944 107.37205556
TABD,KP CEREWET 66,29-Mar-18,8,"63,2",0 hari 1 jam 9 menit,Menengah,DUREN JAYA,BEKASI TIMUR,KOTA BEKASI,17111,-6.232875 107.02869722
TJXG,STASIUN CIKAMPEK,31-Mar-18,8,"8,8",0 hari 0 jam 9 menit,DK,CIKAMPEK KOTA,CIKAMPEK,KARAWANG,41373,-6.40595278 107.45913611
TLSU,GRAHA SUBANG KENCANA,31-Mar-18,8,"49,2",0 hari 0 jam 54 menit,Menengah,CIGADUNG,SUBANG,SUBANG,41213,-6.56488056 107.74907222
FG9M,REST AREA 62-2 B,13-Apr-18,8,"11,8",0 hari 0 jam 12 menit,DK,MEKARJAYA,PURWASARI,KARAWANG,41377,-6.389758 107.395692
TFYZ,GRAHA MUSTIKA BEKASI,15-Apr-18,8,60,0 hari 1 jam 6 menit,Menengah,LUBANG BUAYA,SETU,BEKASI,17320,-6.324775 107.05351667
TN34,KAPTEN HALIM 130,29-Apr-18,8,"27,9",0 hari 0 jam 30 menit,DK,NAGRI KIDUL,PURWAKARTA,PURWAKARTA,41111,-6.56420278 107.4514
T3Q1,CIKAMPEK PARAKAN 05,30-Apr-18,8,"8,6",0 hari 0 jam 9 menit,DK,CIKAMPEK UTARA,CIKAMPEK,KARAWANG,41376,-6.40676667 107.46126944
TGMR,SUNCITY SQUARE,30-Apr-18,8,"61,5",0 hari 1 jam 7 menit,Menengah,MARGAJAYA,BEKASI SELATAN,KOTA BEKASI,17141,-6.24785278 106.99538611
TXJD,SENTRA NIAGA,30-Apr-18,8,"62,7",0 hari 1 jam 8 menit,Menengah,KAYURINGIN JAYA,BEKASI SELATAN,KOTA BEKASI,17144,-6.24453056 106.99216389
TZXU,PAGADEN SUBANG,30-Apr-18,8,"52,1",0 hari 0 jam 57 menit,Menengah,PAGADEN,PAGADEN,SUBANG,41251,-6.45472222 107.81039722
FM75,H. DJOLE 58,9-Mei-18,8,"65,1",0 hari 1 jam 11 menit,Menengah,BANTAR GEBANG,BANTAR GEBANG,KOTA BEKASI,17151,-6.31295278 106.99005833
T6W5,BANTENG 21,20-Mei-18,8,"66,3",0 hari 1 jam 12 menit,Menengah,KRANJI,BEKASI BARAT,KOTA BEKASI,17135,-6.22774167 106.97561111
TRJO,IBRAHIM SINGADILAGA 115,20-Mei-18,8,"15,7",0 hari 0 jam 17 menit,DK,PURWAMEKAR,PURWAKARTA,PURWAKARTA,41119,-6.53853056 107.44055278
TABV,GRAND VISTA CIKARANG,31-Mei-18,7,"59,7",0 hari 1 jam 5 menit,Menengah,JAYAMULYA,SERANG BARU,BEKASI,17330,-6.41598333 107.06795278
T5DR,BOSIH RAYA 01,14-Jun-18,7,"58,7",0 hari 1 jam 4 menit,Menengah,WANASARI,CIBITUNG,BEKASI,17520,-6.25871389 107.08454722
T5QZ,RAWA BEBEK,14-Jun-18,7,"69,1",0 hari 1 jam 16 menit,Menengah,KOTA BARU,BEKASI BARAT,KOTA BEKASI,17133,-6.21441389 106.96144722
TG6E,KARTIKA WANASARI,14-Jun-18,7,"59,4",0 hari 1 jam 5 menit,Menengah,WANASARI,CIBITUNG,BEKASI,17520,-6.25578889 107.08736111
TH0W,RUKO BETOS,20-Jul-18,7,60,0 hari 1 jam 6 menit,Menengah,MARGAHAYU,BEKASI TIMUR,KOTA BEKASI,17113,-6.254473 107.009535
FH7I,PURI EPICENTRUM KARAWANG,31-Jul-18,7,"26,4",0 hari 0 jam 29 menit,DK,CIBALONG SARI,KLARI,KARAWANG,41371,-6.34921389 107.37253056
T9V4,NAROGONG MEGAH,31-Jul-18,7,"60,3",0 hari 1 jam 6 menit,Menengah,PENGASINAN,RAWA LUMBU,KOTA BEKASI,17115,-6.27323889 107.01011667
TJZP,GRAND GALAXY 8-9,21-Agu-18,7,"67,4",0 hari 1 jam 14 menit,Menengah,JAKASETIA,BEKASI SELATAN,KOTA BEKASI,17147,-6.270452 106.97169
T2F9,IR JUANDA 88,28-Agu-18,7,"61,3",0 hari 1 jam 7 menit,Menengah,BEKASI JAYA,BEKASI TIMUR,KOTA BEKASI,17112,-6.242559 107.004916
TU2S,LELE RAYA,28-Agu-18,7,"63,2",0 hari 1 jam 9 menit,Menengah,KAYURINGIN JAYA,BEKASI SELATAN,KOTA BEKASI,17144,-6.24653056 106.98804722
FC8E,PURI PERSADA INDAH 2,31-Agu-18,7,56,0 hari 1 jam 1 menit,Menengah,SINDANG MULYA,CIBARUSAH,BEKASI,17340,-6.40583056 107.09393056
FQEU,GARDENIA UTARA,31-Agu-18,7,"66,7",0 hari 1 jam 13 menit,Menengah,JAKASETIA,BEKASI SELATAN,KOTA BEKASI,17147,-6.26823611 106.96811389
T2X9,BUMYAGARA RAYA,31-Agu-18,7,"57,9",0 hari 1 jam 3 menit,Menengah,MUSTIKA JAYA,MUSTIKAJAYA,KOTA BEKASI,17158,-6.28994722 107.02700278
TJXB,NUSANTARA 03,31-Agu-18,7,"61,5",0 hari 1 jam 7 menit,Menengah,AREN JAYA,BEKASI TIMUR,KOTA BEKASI,17111,-6.24273333 107.03589444
TXP8,ZAMRUD BLOK K,31-Agu-18,7,"60,9",0 hari 1 jam 6 menit,Menengah,PEDURENAN,MUSTIKAJAYA,KOTA BEKASI,17156,-6.31251389 107.02181111
TUP1,ASYAFIAH BEKASI,15-Sep-18,7,"67,2",0 hari 1 jam 13 menit,Menengah,JAKASAMPURNA,BEKASI BARAT,KOTA BEKASI,17145,-6.24290556 106.96546111
TJ5B,BOUGENVILE RAYA,23-Sep-18,7,"69,9",0 hari 1 jam 16 menit,Menengah,KRANJI,BEKASI BARAT,KOTA BEKASI,17135,-6.22532222 106.96910833
TBTN,MITRA BEKASI,27-Sep-18,7,"60,7",0 hari 1 jam 6 menit,Menengah,DUREN JAYA,BEKASI TIMUR,KOTA BEKASI,17111,-6.246716 107.012112
TMR9,CAMPAKASARI,29-Sep-18,7,"13,8",0 hari 0 jam 15 menit,DK,CAMPAKASARI,CAMPAKA,PURWAKARTA,41180,-6.51156111 107.48053056
FQSG,DE KERATON,30-Sep-18,7,"27,5",0 hari 0 jam 30 menit,DK,Pancawati,Klari,KARAWANG,41371,-6.35696389 107.37949167
TV8T,WESTERN BOULEVARD 35-36,30-Sep-18,7,"57,4",0 hari 1 jam 3 menit,Menengah,MUSTIKA JAYA,MUSTIKAJAYA,KOTA BEKASI,17158,-6.29411389 107.03641111
T1GQ,RAWA AREN,20-Okt-18,7,"62,4",0 hari 1 jam 8 menit,Menengah,AREN JAYA,BEKASI TIMUR,KOTA BEKASI,17111,-6.24957222 107.03185
T4O4,TAMAN PERMATA INDAH,21-Okt-18,7,"42,8",0 hari 0 jam 47 menit,Menengah,WARINGINJAYA,KEDUNG WARINGIN,BEKASI,17540,-6.25631667 107.235625
TRDO,GRAND CIKARANG VILLAGE,21-Okt-18,7,"56,4",0 hari 1 jam 2 menit,Menengah,JAYASAMPURNA,SERANG BARU,BEKASI,17330,-6.383014 107.076709
TGMP,BUMI LESTARI 13,27-Okt-18,7,"62,2",0 hari 1 jam 8 menit,Menengah,MANGUN JAYA,TAMBUN SELATAN,BEKASI,17510,-6.24515 107.06004444
F7TJ,CIMAUNG,30-Okt-18,7,"12,9",0 hari 0 jam 14 menit,DK,CISEUREUH,PURWAKARTA,PURWAKARTA,41118,-6.51783611 107.46825278
TLWN,H MAT ALI,30-Okt-18,7,68,0 hari 1 jam 14 menit,Menengah,BINTARA JAYA,BEKASI BARAT,KOTA BEKASI,17136,-6.23891389 106.94855278
TVN7,MANUNGGAL SETIAMEKAR,30-Okt-18,7,"61,9",0 hari 1 jam 8 menit,Menengah,SETIAMEKAR,TAMBUN SELATAN,BEKASI,17510,-6.246706 107.03634
FVCJ,PURI LESTARI,17-Nov-18,7,"56,5",0 hari 1 jam 2 menit,Menengah,SUKAJAYA,CIBITUNG,BEKASI,17520,-6.239236 107.137598
T1ND,MARGAHAYU 396,23-Nov-18,7,"59,6",0 hari 1 jam 5 menit,Menengah,MARGAHAYU,BEKASI TIMUR,KOTA BEKASI,17113,-6.25081389 107.02077222
T5W3,GRAND ROYAL PARK,25-Nov-18,7,"54,7",0 hari 1 jam 0 menit,Menengah,SUKASARI,SERANG BARU,BEKASI,17330,-6.38879167 107.09203889
TFDY,TAMAN GALAXY RAYA,25-Nov-18,7,66,0 hari 1 jam 12 menit,Menengah,JAKASETIA,BEKASI SELATAN,KOTA BEKASI,17147,-6.25908333 106.968425
TNPT,GRAND GALAXY CITY 18-19,28-Nov-18,7,"66,4",0 hari 1 jam 13 menit,Menengah,JAKASETIA,BEKASI SELATAN,KOTA BEKASI,17147,-6.27815278 106.97391667
TNYD,GRAND GALAXY CENTRAL PARK,28-Nov-18,7,"66,1",0 hari 1 jam 12 menit,Menengah,JAKASETIA,BEKASI SELATAN,KOTA BEKASI,17147,-6.27043056 106.974175
TKGD,PRAMUKA 39,29-Nov-18,7,"62,3",0 hari 1 jam 8 menit,Menengah,MARGA JAYA,BEKASI SELATAN,KOTA BEKASI,17141,-6.23996389 107.00075556
T4E4,SETIADARMA 08,30-Nov-18,7,"56,7",0 hari 1 jam 2 menit,Menengah,SETIADARMA,TAMBUN SELATAN,BEKASI,17510,-6.26104444 107.05423056
